user_id,item_id,rating,timestamp,product_category
AKM1MP6P0OYPR,0132793040,5.0,1365811200,electronics
A2CX7LUOHB2NDG,0321732944,5.0,1341100800,electronics
A2NWSAGRHCP8N5,0439886341,1.0,1367193600,electronics
A2WNBOD3WNDNKT,0439886341,3.0,1374451200,electronics
A1GI0U4ZRJA8WN,0439886341,1.0,1334707200,electronics
A1QGNMC6O1VW39,0511189877,5.0,1397433600,electronics
A3J3BRHTDRFJ2G,0511189877,2.0,1397433600,electronics
A2TY0BTJOTENPG,0511189877,5.0,1395878400,electronics
A34ATBPOK6HCHY,0511189877,5.0,1395532800,electronics
A89DO69P0XZ27,0511189877,5.0,1395446400,electronics
AZYNQZ94U6VDB,0511189877,5.0,1401321600,electronics
A1DA3W4GTFXP6O,0528881469,5.0,1405641600,electronics
A29LPQQDG7LD5J,0528881469,1.0,1352073600,electronics
AO94DHGC771SJ,0528881469,5.0,1370131200,electronics
AMO214LNFCEI4,0528881469,1.0,1290643200,electronics
A28B1G1MSJ6OO1,0528881469,4.0,1280016000,electronics
A3N7T0DY83Y4IG,0528881469,3.0,1283990400,electronics
A1H8PY3QHMQQA0,0528881469,2.0,1290556800,electronics
A2CPBQ5W4OGBX,0528881469,2.0,1277078400,electronics
A265MKAR2WEH3Y,0528881469,4.0,1294790400,electronics
A37K02NKUIT68K,0528881469,5.0,1293235200,electronics
A2AW1SSVUIYV9Y,0528881469,4.0,1289001600,electronics
A2AEHUKOV014BP,0528881469,5.0,1284249600,electronics
AMLFNXUIEMN4T,0528881469,1.0,1307836800,electronics
A2O8FIJR9EBU56,0528881469,4.0,1278547200,electronics
A3IQGFB959IR4P,0528881469,1.0,1327363200,electronics
AYTBGUX49LF3W,0528881469,4.0,1398470400,electronics
A24QFSUU00IZ05,0528881469,2.0,1293580800,electronics
A1NG5X8VYZWX0Q,0528881469,1.0,1286582400,electronics
A1E4WG8HRWWK4R,0528881469,5.0,1390867200,electronics
A2AOEW5UGXFOOQ,0528881469,5.0,1294790400,electronics
A2XSWV6AQI90BR,0528881469,1.0,1299974400,electronics
AR84FMFYCQCWF,0528881469,1.0,1296691200,electronics
A19TBA1WARJS55,0528881469,2.0,1340496000,electronics
A3C5SMBSKKWNPT,0528881469,5.0,1285113600,electronics
A24EV6RXELQZ63,0528881469,1.0,1317254400,electronics
A3T6ZQONABIJSG,0528881469,1.0,1358035200,electronics
A132P6YSJSI5G2,0528881469,2.0,1298851200,electronics
A1NQPG5IJ43HJI,0558835155,3.0,1372550400,electronics
A2WOJCFAWI8VS8,059400232X,5.0,1379376000,electronics
A22FB2WSZSXSHH,059400232X,5.0,1348790400,electronics
AZQZ3STMCBG5H,059400232X,5.0,1395705600,electronics
A2EGPA22UHMQXL,0594012015,1.0,1405296000,electronics
AC57CU3TF6ZMJ,0594012015,5.0,1404172800,electronics
A2YX0Z6RHA8Y2H,0594012015,1.0,1384300800,electronics
A38T51B7J6QVD9,0594012015,1.0,1377129600,electronics
A1HOSS7PNC1LMU,0594012015,1.0,1374537600,electronics
A9HI77BE35VYE,0594012015,1.0,1373932800,electronics
A3HFUWKSPF5QEH,0594012015,5.0,1374278400,electronics
A38ETMHM9ATSF0,0594012015,1.0,1374105600,electronics
A34O6MND17VDDH,0594017343,1.0,1323216000,electronics
A3JSAGWSLY5044,0594017580,3.0,1404432000,electronics
A3B12X05JZKM94,0594033896,5.0,1405382400,electronics
AKZOMZCNU41GZ,0594033896,4.0,1388620800,electronics
A2XTFY0GJDF3R2,0594033896,4.0,1300233600,electronics
A3ILG56NE5QU37,0594033896,5.0,1399420800,electronics
AOK77THMKCGXZ,0594033896,4.0,1394496000,electronics
A24RBL3W5W6SAN,0594033926,5.0,1392422400,electronics
A2RX85Y4S27N2J,0594033926,1.0,1397865600,electronics
A253JJFXQNPCOJ,0594033926,4.0,1387584000,electronics
AHYURLVH267MA,0594033926,5.0,1389225600,electronics
A1FXYTO11KEJ2P,0594033926,4.0,1398297600,electronics
A2TKKYL3GKFS2M,0594033926,5.0,1388102400,electronics
A3F069UFW04K1E,0594033926,5.0,1392249600,electronics
A3HQ8RXUMJ2Y58,0594033926,5.0,1400976000,electronics
A2MNKBHPMBB0EA,0594033926,5.0,1390003200,electronics
A3HGTTFIDLCWDJ,0594033926,4.0,1396483200,electronics
AYM7NJTTX3M0L,0594033926,5.0,1393200000,electronics
A2PL24SVISXZM9,0594033926,5.0,1392422400,electronics
A3I1C8WM8DLSMM,0594033926,5.0,1395964800,electronics
A29LNVZLBG0IYN,0594033926,5.0,1402876800,electronics
A2CP4GY6XAWIII,0594033926,5.0,1403568000,electronics
A1UMFN4RKU451R,0594033934,5.0,1359244800,electronics
A3T3XKC7H5ACI1,0594033934,5.0,1401235200,electronics
A1NQNJ3EAZ6CMZ,0594202442,4.0,1360108800,electronics
A34TPQUVSQXXPX,0594287995,5.0,1380672000,electronics
A2B4F6LP0ZLI8E,0594296420,3.0,1398556800,electronics
A1RKH6803HVOQL,0594296420,5.0,1365379200,electronics
A3ZNVCQCG57AY,0594296420,5.0,1359331200,electronics
A1HM74IXWXQ5D8,0594296420,5.0,1392854400,electronics
A2DUI0YVE1DZ48,0594296420,5.0,1388016000,electronics
AH3LYMIBZ6DKF,0594296420,5.0,1380672000,electronics
AWA0CM7TY98QX,0594450209,5.0,1382313600,electronics
A244IAP7UBVHH6,0594450209,5.0,1389139200,electronics
A3E7PG9CHDBICA,0594450705,5.0,1403827200,electronics
A2JXAZZI9PHK9Z,0594451647,5.0,1388707200,electronics
A1RTWWRHVIVWQW,0594451647,5.0,1404691200,electronics
A2P5U7BDKKT7FW,0594451647,2.0,1398556800,electronics
A262D8GC5XRU31,0594451647,5.0,1400025600,electronics
AAZ084UMH8VZ2,0594451647,5.0,1399161600,electronics
A3M122DYN9L5N8,0594451647,1.0,1388707200,electronics
A3S0RV5ZQ37538,0594451647,4.0,1399075200,electronics
A150Y5KRN7FWJJ,0594451647,5.0,1384646400,electronics
AEZ3CR6BKIROJ,0594451647,4.0,1405036800,electronics
A3BY5KCNQZXV5U,0594451647,5.0,1390176000,electronics
A1JIOBEWHVV8MC,0594451647,5.0,1393545600,electronics
A2OJRZGW5YVGNS,0594451647,5.0,1384905600,electronics
A14KUMEJ094IZ3,0594451647,5.0,1396396800,electronics
A212UCG62RO8JF,0594451647,5.0,1389657600,electronics
A18U7ZDE2VHD01,0594477670,5.0,1361232000,electronics
A39J1PTX1KAL66,0594477670,5.0,1388361600,electronics
A2IEJQ8754BMSI,0594477670,4.0,1348185600,electronics
APGCN777AZIYR,0594478162,4.0,1389484800,electronics
A1UMV2TNJ96LMU,0594481813,5.0,1390003200,electronics
A7S2B0I67WNWB,0594481813,4.0,1397606400,electronics
A3HICVLF4PFFMN,0594481813,5.0,1399248000,electronics
A3HGP1YI7G80HA,0594481813,5.0,1390176000,electronics
A2SRW2W1GXYKQZ,0594481813,5.0,1403827200,electronics
A3S51KDTK4P2JP,0594481813,4.0,1402876800,electronics
A2ATRYXF83T83K,0594481813,5.0,1399766400,electronics
A5MJPMMDAA1RQ,0594481813,5.0,1395964800,electronics
A1RGYV1ASMTMSE,0594481813,1.0,1390003200,electronics
ANSKSPEEAKY7S,0594481813,5.0,1372032000,electronics
A2QBZA4S1ROX9Q,0594481813,3.0,1369440000,electronics
A2FT4NPBE189NB,0594481813,5.0,1402790400,electronics
AEFUHKIXACWJW,0594481813,5.0,1383868800,electronics
ANY6JUFM0GH8U,0594481813,5.0,1394323200,electronics
A29AHNG4TUERKG,0594481813,1.0,1375401600,electronics
AT09WGFUM934H,0594481813,3.0,1377907200,electronics
A1JB5VD57VRYAX,0594481813,5.0,1389830400,electronics
A22055Y81HHDQ9,0594481813,1.0,1384732800,electronics
A2CVNEE0H2F1YE,0594481813,4.0,1385424000,electronics
ASLRVLGGF5F2J,0594481813,5.0,1404864000,electronics
A2TSQNO5HXCYN2,0594481813,5.0,1395273600,electronics
A1G0KYO61NFVTF,0594481813,5.0,1400803200,electronics
A2OC1UK7VMBLOT,0594481813,4.0,1398643200,electronics
A260COKJRRVS3U,0594481813,5.0,1401840000,electronics
A1T8TP4OHT5T13,0594481813,4.0,1399420800,electronics
AGAKHE014LQFU,0594481813,3.0,1379462400,electronics
A3NU787GB0X67S,0594481813,5.0,1404950400,electronics
AY0BL2JD0GAFT,0594481813,5.0,1399248000,electronics
A2UVFEZ7UDBRAA,0594481813,5.0,1368576000,electronics
A2332ANCYJS96P,0594481813,5.0,1398643200,electronics
A1S6B5QFWGVL5U,0594481813,4.0,1372291200,electronics
A399VAWM09IRH9,0594481902,5.0,1403827200,electronics
AMP3SRCVG8VED,0594481902,5.0,1403654400,electronics
ANFUGJ8Z9EMQS,0594481902,5.0,1398384000,electronics
A2N3PEHL6QY8U8,0594481902,5.0,1398816000,electronics
A2KK9GUTOXMB43,0594481902,5.0,1399075200,electronics
A1G5M9B068B6N4,0594481902,5.0,1370649600,electronics
A107S4MT25VXQ5,0594481902,5.0,1399507200,electronics
A1IIGG5OMZKNYP,0594481902,2.0,1382832000,electronics
A3RV0ZUIEOM0TX,0594481902,5.0,1384473600,electronics
AAWFWZ2K9WTV1,0594481902,5.0,1395619200,electronics
A2J3WVIQ5LO1O7,0594481902,4.0,1400284800,electronics
A1GI134K2EVPEM,0594481902,5.0,1401235200,electronics
A37ASPPZ778F9O,0594481902,1.0,1403913600,electronics
AWL0JAXP3LQWJ,0594482127,4.0,1390176000,electronics
A29FNXHYVA2W4G,0594511488,5.0,1398124800,electronics
A32JHAQPVSGHUD,0594511488,5.0,1396828800,electronics
A2C8SNQ59NMJ1,0594514681,5.0,1389916800,electronics
AUMPN10O0S5WE,0594514681,4.0,1393372800,electronics
A1APJUGO70YI8,0594514789,5.0,1398988800,electronics
A3EI9TX2A4MUSZ,0594549507,4.0,1386720000,electronics
A3JQESKSRFB6MV,0594549558,5.0,1388534400,electronics
A3AW83CCH2SYAG,0743610431,5.0,1394841600,electronics
A3IL8P9RPBUW2X,0743610431,3.0,1374278400,electronics
A1C09ZLU9Z56TG,0777700018,5.0,1355011200,electronics
A2E14J26DQZOAA,0777700018,5.0,1355529600,electronics
A16OJ9FTF432BE,0840017677,4.0,1321315200,electronics
A2WOSVWG4SX1J1,0879393742,5.0,1386892800,electronics
A17ZYVAZZZWXU5,0879393742,3.0,1388534400,electronics
A1PY7ODDSRIFGV,0879393742,4.0,1368057600,electronics
AJ4QIAKKHW21N,089933623X,1.0,1312156800,electronics
A2RMLNVKPFRK7X,089933623X,4.0,1207699200,electronics
A2R4GEWPLORVSO,0899336795,2.0,1103328000,electronics
A1KKUYTDUZDZSA,0899336795,4.0,1104192000,electronics
A34527S2PDKKGN,0899336795,3.0,1204848000,electronics
ACVACAN9F8XKR,0899336795,1.0,1180915200,electronics
A5OXSZ6JI3WW0,0899336795,1.0,1308528000,electronics
A28K8QC9C4WPGE,0899336795,1.0,1141084800,electronics
A266DODBJYK0X,0899336795,1.0,1116806400,electronics
A17RBVZX3VTNBW,0899336795,1.0,1111449600,electronics
AV4GK35MHBFMW,0899336795,1.0,1133395200,electronics
A3UKB1QYS8KBW0,0899336795,1.0,1104537600,electronics
A11E2USO989A37,094339676X,5.0,1388448000,electronics
A9CRICSLKO7DJ,0970407998,1.0,1330732800,electronics
A32HSNCNPRUMTR,0970407998,1.0,1319673600,electronics
A17HMM1M7T9PJ1,0970407998,4.0,1281744000,electronics
A1GWA4DX7T4RWE,0970407998,5.0,1300492800,electronics
A233AWZLS4LDYO,0970407998,5.0,1359676800,electronics
A737SIAIN3WIY,0970408005,5.0,1182816000,electronics
AVH06NSECM8EY,0970408005,3.0,1323475200,electronics
A1BKC6B7YHYTVV,0972683275,4.0,1405382400,electronics
AWVFSIB42LHKJ,0972683275,4.0,1405209600,electronics
A36MQBNADRH8YY,0972683275,5.0,1405641600,electronics
A3SRXMPLAEZ6DP,0972683275,4.0,1405987200,electronics
A20XXTXWF2TCPY,0972683275,5.0,1405123200,electronics
AOZZ0CTG5RMW1,0972683275,4.0,1302912000,electronics
A2IDCSC6NVONIZ,0972683275,5.0,1367280000,electronics
AML8NIWFKHZJU,0972683275,3.0,1383782400,electronics
